date,pred_stage,pred_discharge
2022-01-28,28.225569,135.53659
2022-01-29,28.274124,148.4212
2022-01-30,28.328861,171.7748
2022-01-31,28.343195,170.06319
2022-02-01,28.30995,176.92128
2022-02-02,28.334759,177.78822
2022-02-03,28.332243,182.85507
2022-02-04,28.359617,171.86742
2022-02-05,28.337414,164.99234
2022-02-06,28.286251,164.21404
2022-02-07,28.336124,127.2486
2022-02-08,28.36445,135.73837
2022-02-09,28.388443,124.385635
2022-02-10,28.38721,122.532814
2022-02-11,28.411203,151.7743
2022-02-12,28.442331,180.83572
2022-02-13,28.389284,166.13327
2022-02-14,28.330479,165.57927
2022-02-15,28.342642,172.50253
2022-02-16,28.337671,168.38054
2022-02-17,28.336378,167.2702
2022-02-18,28.286852,170.36073
2022-02-19,28.301035,158.27405
2022-02-20,28.340834,167.87657
2022-02-21,28.421339,199.04758
2022-02-22,28.456512,208.59723
2022-02-23,28.422949,204.08203
2022-02-24,28.50223,230.5501
2022-02-25,28.560513,246.91962
2022-02-26,28.559889,238.14246
2022-02-27,28.530674,236.16447
2022-02-28,28.54013,231.36351
2022-03-01,28.525425,239.32217
2022-03-02,28.52604,238.79677
2022-03-03,28.513432,231.30876
2022-03-04,28.50792,233.17313
2022-03-05,28.520636,232.98306
2022-03-06,28.514961,227.64857
2022-03-07,28.509178,227.09547
2022-03-08,28.509111,224.78998
2022-03-09,28.48797,201.53122
2022-03-10,28.509193,223.72249
2022-03-11,28.576504,244.47504
2022-03-12,28.535753,238.21991
2022-03-13,28.54919,240.2828
2022-03-14,28.553196,231.06233
2022-03-15,28.443342,208.68486
2022-03-16,28.458166,208.85936
2022-03-17,28.46206,214.92613
2022-03-18,28.47069,233.05457
2022-03-19,28.55061,256.14804
2022-03-20,28.580181,240.72668
2022-03-21,28.533943,236.2495
2022-03-22,28.493376,229.53323
2022-03-23,28.592066,272.60736
2022-03-24,28.718958,295.8378
2022-03-25,28.78357,292.80453
2022-03-26,28.78508,304.5415
2022-03-27,28.765022,303.87457
2022-03-28,28.704979,274.73914
2022-03-29,28.710682,277.985
2022-03-30,28.597572,252.12976
2022-03-31,28.624681,266.11972
2022-04-01,28.66829,286.57864
2022-04-02,29.385452,378.3296
2022-04-03,29.473698,395.15952
2022-04-04,29.628326,390.78052
2022-04-05,29.743088,407.65707
2022-04-06,29.56803,351.04758
2022-04-07,29.495813,319.06992
2022-04-08,29.379753,296.7779
2022-04-09,29.43645,331.54675
2022-04-10,29.597498,391.49408
2022-04-11,29.635439,392.07837
2022-04-12,29.726095,423.05566
2022-04-13,29.959778,499.41974
2022-04-14,30.244915,581.52203
2022-04-15,30.661367,712.39105
2022-04-16,31.097254,918.1967
2022-04-17,31.540947,1137.5243
2022-04-18,31.516933,1063.2697
2022-04-19,31.341026,940.04614
2022-04-20,31.06042,845.5744
2022-04-21,30.924927,816.5392
2022-04-22,30.860996,754.95276
2022-04-23,30.731525,699.60126
2022-04-24,30.588575,615.511
2022-04-25,30.559252,610.168
2022-04-26,30.594284,642.1865
2022-04-27,30.610207,653.4013
2022-04-28,30.641935,660.78406
2022-04-29,30.995178,806.04395
2022-04-30,31.35905,1004.215
2022-05-01,31.481825,1106.6368
2022-05-02,31.419405,1043.4858
2022-05-03,31.202732,926.63727
2022-05-04,31.024527,843.59094
2022-05-05,30.978662,837.6984
2022-05-06,31.140648,1000.2607
2022-05-07,31.523876,1263.1505
2022-05-08,31.845142,1406.9967
2022-05-09,32.05901,1470.3588
2022-05-10,32.172035,1519.2896
2022-05-11,32.28885,1547.7695
2022-05-12,32.51538,1673.2911
2022-05-13,32.685505,1710.7794
2022-05-14,32.915085,1844.9705
2022-05-15,32.959015,1890.1835
2022-05-16,33.07627,1898.672
2022-05-17,33.052795,1870.5305
2022-05-18,33.12346,1974.4777
2022-05-19,33.386787,2086.51
2022-05-20,33.420067,2045.2328
2022-05-21,33.377922,1962.3162
2022-05-22,33.169132,1896.9194
2022-05-23,33.146763,1888.4758
2022-05-24,32.96693,1845.0013
2022-05-25,32.817566,1802.1974
2022-05-26,32.75946,1707.4313
2022-05-27,32.64396,1677.4263
2022-05-28,32.78218,1749.6564
2022-05-29,32.90971,1770.095
2022-05-30,33.03769,1823.7863
2022-05-31,33.22637,1937.2437
2022-06-01,33.401318,1964.3253
2022-06-02,33.59059,2012.6106
2022-06-03,33.764328,1969.7759
2022-06-04,33.836456,1667.7834
2022-06-05,34.196754,1471.3335
2022-06-06,34.28818,1545.8829
2022-06-07,34.364857,1602.7883
2022-06-08,34.363937,1761.7054
2022-06-09,34.301853,1870.565
2022-06-10,34.057457,1873.5978
2022-06-11,33.622005,1603.2542
2022-06-12,33.286312,1373.9023
2022-06-13,33.016502,1393.3516
2022-06-14,32.895393,1375.0715
2022-06-15,32.883686,1517.2238
2022-06-16,32.886765,1644.9845
2022-06-17,32.87474,1647.7662
2022-06-18,32.783215,1613.1615
2022-06-19,32.730026,1570.9479
2022-06-20,32.77448,1621.842
2022-06-21,32.811874,1611.843
2022-06-22,33.043,1711.9756
2022-06-23,33.15671,1726.6207
2022-06-24,33.11042,1779.8934
2022-06-25,33.081566,1803.305
2022-06-26,33.26468,1892.1733
2022-06-27,33.38368,1964.7131
2022-06-28,33.516712,2088.1782
2022-06-29,33.698196,2299.2283
2022-06-30,33.99146,2522.2478
2022-07-01,34.14354,2555.545
2022-07-02,33.835445,2342.6782
2022-07-03,33.434322,2040.262
2022-07-04,33.28631,1960.9429
2022-07-05,33.346428,1965.6193
2022-07-06,33.60797,2098.478
2022-07-07,33.671955,2118.4797
2022-07-08,33.39047,1823.5214
2022-07-09,32.955925,1504.4446
2022-07-10,32.37924,1257.2819
2022-07-11,31.953798,1139.5176
2022-07-12,31.632986,1055.315
2022-07-13,31.426947,1029.2196
2022-07-14,31.278824,1031.1597
2022-07-15,31.13265,1021.4714
2022-07-16,31.05714,1053.6714
2022-07-17,31.179262,1154.4054
2022-07-18,31.281862,1210.8274
2022-07-19,31.352781,1238.6907
2022-07-20,31.31482,1249.6698
2022-07-21,31.233513,1200.3528
2022-07-22,31.262634,1194.327
2022-07-23,31.010048,1074.31
2022-07-24,30.730927,994.05237
2022-07-25,30.504826,929.2506
2022-07-26,30.45089,926.38916
2022-07-27,30.628288,995.67737
2022-07-28,30.691217,1020.9033
2022-07-29,30.814268,1042.8656
2022-07-30,30.834698,1049.8192
2022-07-31,30.635784,959.3294
2022-08-01,30.359808,859.69855
2022-08-02,30.173534,805.92554
2022-08-03,30.160944,798.91693
2022-08-04,30.087202,766.04083
2022-08-05,30.133835,791.2483
2022-08-06,30.221693,858.9027
2022-08-07,30.625622,1024.42
2022-08-08,30.4563,883.5095
2022-08-09,30.166563,767.39386
2022-08-10,30.043564,748.1945
2022-08-11,30.0739,770.069
